INSERT INTO animales (id_animal,nombre_animal,nombre_cientifico,familia,genero,especie,orden,clase,peligro_extincion)
('13836','3E','44','Macho','America','Estados Unidos','Herbívoro','2011'),
('13837','3E','45','Hembra','America','Canada','Herbívoro','2000'),
('13838','3E','46','Macho','America','Mexico','Herbívoro','2020'),
('13839','3E','47','Hembra','America','Canada','Herbívoro','2012'),
('13840','3E','48','Macho','America','Mexico','Herbívoro','2011'),
('13841','3E','49','Macho','America','Canada','Herbívoro','2006'),
('13842','3E','50','Hembra','America','Mexico','Herbívoro','2022'),
('13843','3E','51','Macho','America','Estados Unidos','Herbívoro','2010'),
('13844','3E','52','Macho','America','Estados Unidos','Herbívoro','2016'),
('13845','3E','53','Macho','America','Canada','Herbívoro','2004'),
('13846','3E','54','Hembra','America','Mexico','Herbívoro','2020'),
('13847','3E','55','Macho','America','Estados Unidos','Herbívoro','2024'),
('13848','3E','56','Hembra','America','Mexico','Herbívoro','2022'),
('13849','3E','57','Hembra','America','Estados Unidos','Herbívoro','2009'),
('13850','3E','58','Hembra','America','Mexico','Herbívoro','2023'),
('13851','3E','59','Macho','America','Mexico','Herbívoro','2003'),
('13852','3E','60','Hembra','America','Estados Unidos','Herbívoro','2007'),
('13853','3E','61','Hembra','America','Mexico','Herbívoro','2010'),
('13854','3E','62','Hembra','America','Canada','Herbívoro','2019'),
('13855','3E','63','Hembra','America','Canada','Herbívoro','2007'),
('13856','3E','64','Macho','America','Canada','Herbívoro','2014'),
('13857','3E','65','Macho','America','Estados Unidos','Herbívoro','2001'),
('13858','3E','66','Macho','America','Mexico','Herbívoro','2009'),
('13859','3E','1','Macho','America','Estados Unidos','Herbívoro','2008'),
('13860','3E','2','Hembra','America','Estados Unidos','Herbívoro','2000'),
('13861','3E','3','Hembra','America','Estados Unidos','Herbívoro','2010'),
('13862','3E','4','Hembra','America','Estados Unidos','Herbívoro','2001'),
('13863','3E','5','Hembra','America','Mexico','Herbívoro','2018'),
('13864','3E','6','Macho','America','Canada','Herbívoro','2024'),
('13865','3E','7','Macho','America','Mexico','Herbívoro','2009'),
('13866','3E','8','Macho','America','Mexico','Herbívoro','2020'),
('13867','3E','9','Macho','America','Mexico','Herbívoro','2007'),
('13868','3E','10','Hembra','America','Mexico','Herbívoro','2022'),
('13869','3E','11','Hembra','America','Estados Unidos','Herbívoro','2010'),
('13870','3E','12','Macho','America','Estados Unidos','Herbívoro','2003'),
('13871','3E','13','Hembra','America','Mexico','Herbívoro','2019'),
('13872','3E','14','Macho','America','Estados Unidos','Herbívoro','2013'),
('13873','3E','15','Macho','America','Canada','Herbívoro','2015'),
('13874','3E','16','Hembra','America','Estados Unidos','Herbívoro','2013'),
('13875','3E','17','Macho','America','Canada','Herbívoro','2024'),
('13876','3E','18','Macho','America','Mexico','Herbívoro','2004'),
('13877','3E','19','Macho','America','Mexico','Herbívoro','2024'),
('13878','3E','20','Hembra','America','Canada','Herbívoro','2022'),
('13879','3E','21','Hembra','America','Canada','Herbívoro','2008'),
('13880','3E','22','Hembra','America','Mexico','Herbívoro','2013'),
('13881','3E','23','Hembra','America','Mexico','Herbívoro','2018'),
('13882','3E','24','Hembra','America','Canada','Herbívoro','2016'),
('13883','3E','25','Hembra','America','Canada','Herbívoro','2002'),
('13884','3E','26','Hembra','America','Canada','Herbívoro','2016'),
('13885','3E','27','Macho','America','Estados Unidos','Herbívoro','2013'),
('13886','3E','28','Macho','America','Canada','Herbívoro','2016'),
('13887','3E','29','Macho','America','Estados Unidos','Herbívoro','2013'),
('13888','3E','30','Hembra','America','Canada','Herbívoro','2012'),
('13889','3E','31','Macho','America','Mexico','Herbívoro','2007'),
('13890','3E','32','Macho','America','Estados Unidos','Herbívoro','2016'),
('13891','3E','33','Macho','America','Mexico','Herbívoro','2008'),
('13892','3E','34','Macho','America','Canada','Herbívoro','2012'),
('13893','3E','35','Macho','America','Mexico','Herbívoro','2005'),
('13894','3E','36','Macho','America','Estados Unidos','Herbívoro','2015'),
('13895','3E','37','Hembra','America','Canada','Herbívoro','2022'),
('13896','3E','38','Hembra','America','Mexico','Herbívoro','2018'),
('13897','3E','39','Macho','America','Mexico','Herbívoro','2006'),
('13898','3E','40','Hembra','America','Canada','Herbívoro','2001'),
('13899','3E','41','Macho','America','Estados Unidos','Herbívoro','2002'),
('13900','3E','42','Macho','America','Estados Unidos','Herbívoro','2016'),
('13901','3E','43','Macho','America','Canada','Herbívoro','2015'),
('13902','3E','44','Macho','America','Canada','Herbívoro','2004'),
('13903','3E','45','Hembra','America','Estados Unidos','Herbívoro','2008'),
('13904','3E','46','Hembra','America','Canada','Herbívoro','2022'),
('13905','3E','47','Hembra','America','Mexico','Herbívoro','2014'),
('13906','3E','48','Macho','America','Estados Unidos','Herbívoro','2007'),
('13907','3E','49','Macho','America','Canada','Herbívoro','2004'),
('13908','3E','50','Hembra','America','Mexico','Herbívoro','2008'),
('13909','3E','51','Macho','America','Mexico','Herbívoro','2012'),
('13910','3E','52','Hembra','America','Canada','Herbívoro','2009'),
('13911','3E','53','Macho','America','Mexico','Herbívoro','2019'),
('13912','3E','54','Hembra','America','Mexico','Herbívoro','2002'),
('13913','3E','55','Macho','America','Mexico','Herbívoro','2004'),
('13914','3E','56','Hembra','America','Estados Unidos','Herbívoro','2017'),
('13915','3E','57','Macho','America','Mexico','Herbívoro','2012'),
('13916','3E','58','Macho','America','Estados Unidos','Herbívoro','2019'),
('13917','3E','59','Hembra','America','Canada','Herbívoro','2005'),
('13918','3E','60','Hembra','America','Mexico','Herbívoro','2010'),
('13919','3E','61','Macho','America','Canada','Herbívoro','2005'),
('13920','3E','62','Macho','America','Estados Unidos','Herbívoro','2021'),
('13921','3E','63','Hembra','America','Canada','Herbívoro','2006'),
('13922','3E','64','Hembra','America','Canada','Herbívoro','2003'),
('13923','3E','65','Hembra','America','Canada','Herbívoro','2004'),
('13924','3E','66','Hembra','America','Estados Unidos','Herbívoro','2003'),
('13925','3E','1','Hembra','America','Mexico','Herbívoro','2021'),
('13926','3E','2','Hembra','America','Canada','Herbívoro','2008'),
('13927','3E','3','Macho','America','Mexico','Herbívoro','2019'),
('13928','3E','4','Hembra','America','Estados Unidos','Herbívoro','2003'),
('13929','3E','5','Macho','America','Mexico','Herbívoro','2019'),
('13930','3E','6','Hembra','America','Mexico','Herbívoro','2007'),
('13931','3E','7','Macho','America','Canada','Herbívoro','2018'),
('13932','3E','8','Hembra','America','Mexico','Herbívoro','2010'),
('13933','3E','9','Macho','America','Canada','Herbívoro','2001'),
('13934','3E','10','Hembra','America','Mexico','Herbívoro','2006'),
('13935','3E','11','Macho','America','Canada','Herbívoro','2021'),
('13936','3E','12','Macho','America','Estados Unidos','Herbívoro','2024'),
('13937','3E','13','Hembra','America','Mexico','Herbívoro','2021'),
('13938','3E','14','Macho','America','Canada','Herbívoro','2008'),
('13939','3E','15','Hembra','America','Canada','Herbívoro','2010'),
('13940','3E','16','Macho','America','Estados Unidos','Herbívoro','2020'),
('13941','3E','17','Macho','America','Estados Unidos','Herbívoro','2017'),
('13942','3E','18','Macho','America','Canada','Herbívoro','2009'),
('13943','3E','19','Hembra','America','Canada','Herbívoro','2006'),
('13944','3E','20','Macho','America','Canada','Herbívoro','2017'),
('13945','3E','21','Hembra','America','Mexico','Herbívoro','2015'),
('13946','3E','22','Macho','America','Mexico','Herbívoro','2012'),
('13947','3E','23','Macho','America','Canada','Herbívoro','2006'),
('13948','3E','24','Macho','America','Mexico','Herbívoro','2024'),
('13949','3E','25','Macho','America','Estados Unidos','Herbívoro','2024'),
('13950','3E','26','Hembra','America','Mexico','Herbívoro','2008'),
('13951','3E','27','Hembra','America','Canada','Herbívoro','2002'),
('13952','3E','28','Macho','America','Mexico','Herbívoro','2000'),
('13953','3E','29','Hembra','America','Mexico','Herbívoro','2017'),
('13954','3E','30','Macho','America','Mexico','Herbívoro','2014'),
('13955','3E','31','Hembra','America','Estados Unidos','Herbívoro','2017'),
('13956','3E','32','Hembra','America','Estados Unidos','Herbívoro','2003'),
('13957','3E','33','Macho','America','Estados Unidos','Herbívoro','2004'),
('13958','3E','34','Macho','America','Canada','Herbívoro','2017'),
('13959','3E','35','Hembra','America','Estados Unidos','Herbívoro','2020'),
('13960','3E','36','Macho','America','Mexico','Herbívoro','2016'),
('13961','3E','37','Hembra','America','Estados Unidos','Herbívoro','2006'),
('13962','3E','38','Hembra','America','Estados Unidos','Herbívoro','2000'),
('13963','3E','39','Hembra','America','Mexico','Herbívoro','2018'),
('13964','3E','40','Hembra','America','Estados Unidos','Herbívoro','2004'),
('13965','3E','41','Hembra','America','Canada','Herbívoro','2001'),
('13966','3E','42','Macho','America','Canada','Herbívoro','2020'),
('13967','3E','43','Macho','America','Mexico','Herbívoro','2023'),
('13968','3E','44','Macho','America','Mexico','Herbívoro','2009'),
('13969','3E','45','Macho','America','Estados Unidos','Herbívoro','2006'),
('13970','3E','46','Macho','America','Canada','Herbívoro','2024'),
('13971','3E','47','Macho','America','Mexico','Herbívoro','2006'),
('13972','3E','48','Hembra','America','Estados Unidos','Herbívoro','2003'),
('13973','3E','49','Hembra','America','Canada','Herbívoro','2023'),
('13974','3E','50','Hembra','America','Estados Unidos','Herbívoro','2011'),
('13975','3E','51','Macho','America','Mexico','Herbívoro','2011'),
('13976','3E','52','Hembra','America','Canada','Herbívoro','2024'),
('13977','3E','53','Hembra','America','Estados Unidos','Herbívoro','2010'),
('13978','3E','54','Hembra','America','Estados Unidos','Herbívoro','2016'),
('13979','3E','55','Hembra','America','Mexico','Herbívoro','2002'),
('13980','3E','56','Hembra','America','Canada','Herbívoro','2023'),
('13981','3E','57','Macho','America','Mexico','Herbívoro','2024'),
('13982','3E','58','Hembra','America','Mexico','Herbívoro','2009'),
('13983','3E','59','Hembra','America','Mexico','Herbívoro','2002'),
('13984','3E','60','Hembra','America','Estados Unidos','Herbívoro','2022'),
('13985','3E','61','Macho','America','Estados Unidos','Herbívoro','2018'),
('13986','3E','62','Hembra','America','Canada','Herbívoro','2021'),
('13987','3E','63','Hembra','America','Mexico','Herbívoro','2006'),
('13988','3E','64','Macho','America','Mexico','Herbívoro','2024'),
('13989','3E','65','Macho','America','Mexico','Herbívoro','2008'),
('13990','3E','66','Macho','America','Canada','Herbívoro','2021'),
('13991','3E','27','Macho','America','Canada','Herbívoro','2017'),
('13992','3E','53','Hembra','America','Mexico','Herbívoro','2005'),
('13993','3E','25','Macho','America','Mexico','Herbívoro','2013'),
('13994','3E','38','Hembra','America','Canada','Herbívoro','2005'),
('13995','3E','42','Hembra','America','Estados Unidos','Herbívoro','2015'),
('13996','3E','20','Macho','America','Canada','Herbívoro','2014'),
('13997','3E','13','Macho','America','Mexico','Herbívoro','2011'),
('13998','3E','58','Macho','America','Canada','Herbívoro','2018'),
('13999','3E','50','Macho','America','Estados Unidos','Herbívoro','2009'),
('14000','3E','23','Hembra','America','Canada','Herbívoro','2009');



