INSERT INTO coche (Id_coche,id_cliente,matricula,marca,color,transmision,marca_neumaticos)
VALUES
('1', '3149', 'CAU-683', 'Bentley', 'Plateado', 'automatico', 'Brigdestone'),
('6333', '2287', 'YXZ-451', 'Maserati', 'Dorado', 'automatico', 'Dunlop'),
('6334', '1095', 'KVO-473', 'Jaguar', 'Crema', 'automatico', 'Continental'),
('6335', '2444', 'ORN-317', 'Mercedes-Benz', 'Dorado', 'estandar', 'Dunlop'),
('6336', '4936', 'ZPH-759', 'Chrysler', 'Plateado', 'automatico', 'Brigdestone'),
('6337', '475', 'BIZ-713', 'BMW', 'Cian', 'automatico', 'Continental'),
('6338', '4939', 'UIZ-867', 'Hyundai', 'Cian', 'estandar', 'Michelin'),
('6339', '3009', 'KXD-423', 'Ferrari', 'Cian', 'estandar', 'Dunlop'),
('6340', '3657', 'IBN-765', 'Mercedes-Benz', 'Dorado', 'estandar', 'Dunlop'),
('6341', '2775', 'ENY-692', 'Toyota', 'Dorado', 'estandar', 'Dunlop'),
('6342', '4016', 'ABO-979', 'Lamborguini', 'Plateado', 'estandar', 'Continental'),
('6343', '4669', 'AEJ-319', 'Alfa Romeo', 'Crema', 'estandar', 'Brigdestone'),
('6344', '3129', 'UPB-934', 'Alfa Romeo', 'Crema', 'estandar', 'Dunlop'),
('6345', '1172', 'PUH-350', 'Land Rover', 'Cian', 'automatico', 'Brigdestone'),
('6346', '965', 'IIL-768', 'Maserati', 'Borgoña', 'automatico', 'Brigdestone'),
('6347', '1458', 'PJE-412', 'Koenigsegg', 'Plateado', 'estandar', 'Dunlop'),
('6348', '4489', 'ZZG-034', 'Renault', 'Borgoña', 'estandar', 'Pirelli'),
('6349', '3644', 'KHS-680', 'Peugeot', 'Crema', 'automatico', 'Brigdestone'),
('6350', '441', 'YGB-934', 'Dodge', 'Cian', 'estandar', 'Dunlop'),
('6351', '1944', 'JKB-200', 'Alfa Romeo', 'Cian', 'estandar', 'Continental'),
('6352', '1990', 'LZT-022', 'Peugeot', 'Crema', 'estandar', 'Dunlop'),
('6353', '3022', 'QDK-295', 'Rimac', 'Borgoña', 'automatico', 'Brigdestone'),
('6354', '636', 'NTQ-502', 'Maserati', 'Cian', 'estandar', 'Michelin'),
('6355', '4271', 'UAR-733', 'Maserati', 'Dorado', 'automatico', 'Pirelli'),
('6356', '2395', 'JOM-634', 'Jeep', 'Dorado', 'automatico', 'Continental'),
('6357', '3567', 'BSZ-515', 'Porsche', 'Crema', 'automatico', 'Dunlop'),
('6358', '1317', 'BXK-900', 'Porsche', 'Violeta', 'estandar', 'Brigdestone'),
('6359', '4197', 'TQW-543', 'Jeep', 'Plateado', 'automatico', 'Pirelli'),
('6360', '2411', 'AIL-637', 'Tesla', 'Cian', 'estandar', 'Continental'),
('6361', '1435', 'PXI-142', 'Peugeot', 'Crema', 'estandar', 'Michelin'),
('6362', '3953', 'NRJ-769', 'Porsche', 'Crema', 'automatico', 'Dunlop'),
('6363', '3709', 'GCI-688', 'Nissan', 'Violeta', 'estandar', 'Continental'),
('6364', '3967', 'TOA-801', 'Rimac', 'Dorado', 'estandar', 'Dunlop'),
('6365', '185', 'VCE-754', 'Koenigsegg', 'Violeta', 'estandar', 'Brigdestone'),
('6366', '4276', 'UIX-576', 'Peugeot', 'Dorado', 'estandar', 'Brigdestone'),
('6367', '2619', 'ZBO-340', 'Mercedes-Benz', 'Borgoña', 'estandar', 'Continental'),
('6368', '1332', 'EIZ-888', 'Mazda', 'Borgoña', 'automatico', 'Continental'),
('6369', '2664', 'WOV-711', 'Volkswagen', 'Violeta', 'estandar', 'Brigdestone'),
('6370', '2348', 'UXS-261', 'Chrysler', 'Plateado', 'automatico', 'Continental'),
('6371', '757', 'PCA-847', 'SSC', 'Cian', 'estandar', 'Dunlop'),
('6372', '4005', 'OXT-152', 'Dodge', 'Crema', 'automatico', 'Continental'),
('6373', '192', 'QQB-611', 'Peugeot', 'Dorado', 'automatico', 'Pirelli'),
('6374', '4211', 'QEO-586', 'Lamborguini', 'Cian', 'automatico', 'Pirelli'),
('6375', '707', 'IWH-654', 'Jaguar', 'Dorado', 'automatico', 'Dunlop'),
('6376', '2063', 'AHY-531', 'Ford', 'Violeta', 'estandar', 'Dunlop'),
('6377', '355', 'DBW-514', 'Alfa Romeo', 'Borgoña', 'automatico', 'Dunlop'),
('6378', '3740', 'KSA-993', 'Dodge', 'Crema', 'automatico', 'Dunlop'),
('6379', '5117', 'ZWG-990', 'Nissan', 'Cian', 'estandar', 'Brigdestone'),
('6380', '4689', 'BNS-394', 'Porsche', 'Violeta', 'automatico', 'Dunlop'),
('6381', '3002', 'LDM-285', 'Audi', 'Plateado', 'automatico', 'Continental'),
('6382', '5074', 'IVL-571', 'Rimac', 'Violeta', 'automatico', 'Michelin'),
('6383', '263', 'ISS-457', 'Porsche', 'Plateado', 'automatico', 'Dunlop'),
('6384', '1823', 'JGN-465', 'Volkswagen', 'Plateado', 'estandar', 'Brigdestone'),
('6385', '2154', 'PVZ-966', 'Koenigsegg', 'Crema', 'automatico', 'Michelin'),
('6386', '1249', 'LWM-775', 'Alfa Romeo', 'Plateado', 'estandar', 'Continental'),
('6387', '974', 'MXR-247', 'Hyundai', 'Plateado', 'estandar', 'Michelin'),
('6388', '2283', 'RQB-607', 'Bentley', 'Plateado', 'automatico', 'Pirelli'),
('6389', '213', 'KYB-704', 'Alfa Romeo', 'Cian', 'automatico', 'Michelin'),
('6390', '1023', 'BLN-350', 'Mazda', 'Violeta', 'automatico', 'Continental'),
('6391', '4335', 'JJT-066', 'Mazda', 'Borgoña', 'automatico', 'Brigdestone'),
('6392', '476', 'ZXN-273', 'Mazda', 'Violeta', 'automatico', 'Pirelli'),
('6393', '4585', 'BPY-511', 'Jeep', 'Crema', 'automatico', 'Continental'),
('6394', '3137', 'LXU-677', 'Bentley', 'Dorado', 'estandar', 'Michelin'),
('6395', '1520', 'DSK-948', 'Jeep', 'Borgoña', 'automatico', 'Michelin'),
('6396', '2508', 'RXZ-206', 'Bentley', 'Borgoña', 'estandar', 'Dunlop'),
('6397', '447', 'AUR-703', 'Audi', 'Crema', 'automatico', 'Continental'),
('6398', '2627', 'QDY-204', 'Ford', 'Violeta', 'automatico', 'Michelin'),
('6399', '972', 'SZR-007', 'Peugeot', 'Crema', 'automatico', 'Michelin'),
('6400', '1102', 'EVU-860', 'Mercedes-Benz', 'Violeta', 'estandar', 'Brigdestone'),
('6401', '2657', 'THY-382', 'Chevrolet', 'Crema', 'automatico', 'Dunlop'),
('6402', '3134', 'DKV-962', 'Jaguar', 'Dorado', 'estandar', 'Pirelli'),
('6403', '4045', 'FUV-491', 'SSC', 'Plateado', 'automatico', 'Continental'),
('6404', '638', 'ALC-907', 'Aston Martin', 'Cian', 'estandar', 'Pirelli'),
('6405', '1010', 'HJY-880', 'Peugeot', 'Crema', 'automatico', 'Pirelli'),
('6406', '1820', 'DDY-889', 'Chevrolet', 'Violeta', 'estandar', 'Michelin'),
('6407', '1567', 'QIA-170', 'Cadillac', 'Cian', 'automatico', 'Brigdestone'),
('6408', '28', 'TZV-399', 'Peugeot', 'Borgoña', 'automatico', 'Pirelli'),
('6409', '1502', 'YFG-004', 'Toyota', 'Violeta', 'automatico', 'Dunlop'),
('6410', '3208', 'SVR-569', 'Porsche', 'Crema', 'estandar', 'Brigdestone'),
('6411', '477', 'XHT-206', 'Maserati', 'Plateado', 'automatico', 'Dunlop'),
('6412', '5157', 'MHS-498', 'Dodge', 'Cian', 'estandar', 'Pirelli'),
('6413', '3519', 'USE-506', 'Subaru', 'Cian', 'estandar', 'Michelin'),
('6414', '835', 'FTX-997', 'Ford', 'Cian', 'automatico', 'Continental'),
('6415', '408', 'VPA-589', 'Ford', 'Violeta', 'estandar', 'Dunlop'),
('6416', '2390', 'NZZ-180', 'BMW', 'Plateado', 'estandar', 'Continental'),
('6417', '2694', 'SRD-311', 'Alfa Romeo', 'Dorado', 'automatico', 'Dunlop'),
('6418', '4072', 'OAL-104', 'Chevrolet', 'Borgoña', 'automatico', 'Brigdestone'),
('6419', '1226', 'NTG-868', 'Hyundai', 'Plateado', 'estandar', 'Michelin'),
('6420', '2911', 'QEQ-078', 'Peugeot', 'Cian', 'estandar', 'Brigdestone'),
('6421', '3032', 'VLV-012', 'Ford', 'Borgoña', 'automatico', 'Continental'),
('6422', '3097', 'FQT-839', 'Alfa Romeo', 'Borgoña', 'estandar', 'Pirelli'),
('6423', '2782', 'XJS-642', 'Volkswagen', 'Dorado', 'automatico', 'Continental'),
('6424', '235', 'ZMY-708', 'Koenigsegg', 'Dorado', 'estandar', 'Brigdestone'),
('6425', '2364', 'FPD-010', 'Chevrolet', 'Cian', 'estandar', 'Pirelli'),
('6426', '4095', 'NIR-693', 'Jeep', 'Plateado', 'automatico', 'Brigdestone'),
('6427', '1178', 'GXX-036', 'Porsche', 'Violeta', 'automatico', 'Brigdestone'),
('6428', '2887', 'CXM-379', 'Bentley', 'Cian', 'estandar', 'Pirelli'),
('6429', '232', 'STW-765', 'Hyundai', 'Plateado', 'automatico', 'Pirelli'),
('6430', '1881', 'SPD-416', 'Ferrari', 'Dorado', 'automatico', 'Brigdestone'),
('6431', '741', 'PTI-650', 'Lamborguini', 'Dorado', 'estandar', 'Michelin'),
('6432', '2259', 'HQV-206', 'Alfa Romeo', 'Cian', 'automatico', 'Pirelli'),
('6433', '2419', 'MJY-875', 'Honda', 'Violeta', 'automatico', 'Dunlop'),
('6434', '5094', 'FQW-544', 'Aston Martin', 'Cian', 'estandar', 'Michelin'),
('6435', '4891', 'OIM-365', 'Bentley', 'Crema', 'automatico', 'Michelin'),
('6436', '1308', 'QBN-262', 'Renault', 'Borgoña', 'estandar', 'Continental'),
('6437', '3339', 'MGO-352', 'Nissan', 'Borgoña', 'automatico', 'Pirelli'),
('6438', '4607', 'EEE-874', 'Kia', 'Plateado', 'estandar', 'Continental'),
('6439', '2951', 'XWH-049', 'Cadillac', 'Violeta', 'estandar', 'Dunlop'),
('6440', '3699', 'GHI-239', 'Mazda', 'Violeta', 'automatico', 'Michelin'),
('6441', '221', 'UZS-583', 'Dodge', 'Borgoña', 'automatico', 'Michelin'),
('6442', '5119', 'VNU-654', 'Jaguar', 'Dorado', 'automatico', 'Dunlop'),
('6443', '230', 'OIU-464', 'Mercedes-Benz', 'Crema', 'estandar', 'Continental'),
('6444', '288', 'ZTW-811', 'Mazda', 'Crema', 'automatico', 'Michelin'),
('6445', '407', 'OYB-719', 'Honda', 'Crema', 'estandar', 'Michelin'),
('6446', '2194', 'UDN-833', 'Porsche', 'Cian', 'automatico', 'Continental'),
('6447', '495', 'JQD-059', 'Land Rover', 'Crema', 'estandar', 'Michelin'),
('6448', '3802', 'KKS-640', 'Jaguar', 'Cian', 'estandar', 'Dunlop'),
('6449', '2449', 'WXO-606', 'Cadillac', 'Crema', 'estandar', 'Michelin'),
('6450', '3772', 'LUP-467', 'Renault', 'Dorado', 'automatico', 'Dunlop'),
('6451', '1489', 'NXQ-495', 'Aston Martin', 'Borgoña', 'estandar', 'Pirelli'),
('6452', '4234', 'OZU-629', 'Ford', 'Violeta', 'automatico', 'Continental'),
('6453', '3700', 'YTQ-616', 'Jaguar', 'Borgoña', 'estandar', 'Continental'),
('6454', '140', 'YDC-529', 'Volkswagen', 'Cian', 'automatico', 'Dunlop'),
('6455', '426', 'FNA-105', 'Ford', 'Crema', 'automatico', 'Pirelli'),
('6456', '5135', 'OFH-005', 'Koenigsegg', 'Plateado', 'automatico', 'Dunlop'),
('6457', '778', 'EYR-637', 'Chrysler', 'Dorado', 'automatico', 'Dunlop'),
('6458', '3243', 'MLT-316', 'Aston Martin', 'Borgoña', 'estandar', 'Brigdestone'),
('6459', '3341', 'FVV-118', 'SSC', 'Plateado', 'automatico', 'Pirelli'),
('6460', '1255', 'ZIZ-672', 'Peugeot', 'Borgoña', 'estandar', 'Pirelli'),
('6461', '2225', 'PYA-702', 'Ford', 'Dorado', 'estandar', 'Continental'),
('6462', '1361', 'IYC-625', 'Ferrari', 'Cian', 'automatico', 'Dunlop'),
('6463', '1827', 'QLQ-038', 'Nissan', 'Violeta', 'estandar', 'Dunlop'),
('6464', '5047', 'PDM-276', 'Jeep', 'Cian', 'estandar', 'Continental'),
('6465', '4384', 'RAW-865', 'Dodge', 'Dorado', 'estandar', 'Brigdestone'),
('6466', '4015', 'HIR-080', 'BMW', 'Cian', 'automatico', 'Dunlop'),
('6467', '2195', 'DTN-586', 'Cadillac', 'Crema', 'estandar', 'Brigdestone'),
('6468', '4879', 'MOU-353', 'Alfa Romeo', 'Cian', 'estandar', 'Brigdestone'),
('6469', '377', 'BCT-320', 'Maserati', 'Crema', 'automatico', 'Pirelli'),
('6470', '4887', 'VUH-469', 'Chrysler', 'Violeta', 'estandar', 'Dunlop'),
('6471', '4728', 'TTM-247', 'Land Rover', 'Crema', 'estandar', 'Michelin'),
('6472', '709', 'UJJ-835', 'Cadillac', 'Violeta', 'automatico', 'Pirelli'),
('6473', '2211', 'HTD-172', 'Dodge', 'Plateado', 'automatico', 'Brigdestone'),
('6474', '727', 'SJD-831', 'Mazda', 'Cian', 'estandar', 'Continental'),
('6475', '3374', 'AHH-812', 'Koenigsegg', 'Plateado', 'estandar', 'Dunlop'),
('6476', '3740', 'EFP-825', 'Chevrolet', 'Dorado', 'automatico', 'Continental'),
('6477', '4969', 'WRQ-486', 'Aston Martin', 'Violeta', 'estandar', 'Continental'),
('6478', '2291', 'GIK-964', 'Dodge', 'Plateado', 'automatico', 'Michelin'),
('6479', '3035', 'ERM-643', 'Land Rover', 'Borgoña', 'automatico', 'Dunlop'),
('6480', '1549', 'SCA-696', 'SSC', 'Violeta', 'estandar', 'Continental'),
('6481', '3946', 'YVP-272', 'SSC', 'Cian', 'estandar', 'Dunlop'),
('6482', '2171', 'SBZ-951', 'Dodge', 'Crema', 'estandar', 'Dunlop'),
('6483', '3909', 'XOS-664', 'Bentley', 'Crema', 'automatico', 'Brigdestone'),
('6484', '1437', 'HNF-467', 'Nissan', 'Borgoña', 'automatico', 'Pirelli'),
('6485', '3887', 'MPB-152', 'Renault', 'Violeta', 'automatico', 'Pirelli'),
('6486', '4654', 'SJF-666', 'Jeep', 'Borgoña', 'estandar', 'Brigdestone'),
('6487', '4168', 'IQB-548', 'Mercedes-Benz', 'Violeta', 'estandar', 'Dunlop'),
('6488', '821', 'OGX-339', 'Chevrolet', 'Violeta', 'automatico', 'Continental'),
('6489', '4132', 'YAG-206', 'Hyundai', 'Plateado', 'automatico', 'Continental'),
('6490', '1947', 'XHU-384', 'Honda', 'Cian', 'automatico', 'Pirelli'),
('6491', '3287', 'OLU-815', 'Chevrolet', 'Borgoña', 'automatico', 'Michelin'),
('6492', '3765', 'HBC-514', 'Porsche', 'Cian', 'estandar', 'Pirelli'),
('6493', '3337', 'DMF-665', 'Toyota', 'Plateado', 'estandar', 'Pirelli'),
('6494', '1869', 'ZRC-614', 'Koenigsegg', 'Cian', 'estandar', 'Brigdestone'),
('6495', '4708', 'JRG-988', 'Chrysler', 'Plateado', 'estandar', 'Michelin'),
('6496', '979', 'VQF-630', 'Mazda', 'Violeta', 'automatico', 'Continental'),
('6497', '4946', 'UJB-473', 'Subaru', 'Crema', 'automatico', 'Pirelli'),
('6498', '3539', 'FKB-809', 'Maserati', 'Dorado', 'estandar', 'Michelin'),
('6499', '1545', 'BSL-960', 'Cadillac', 'Cian', 'estandar', 'Continental'),
('6500', '395', 'XZW-434', 'Toyota', 'Crema', 'estandar', 'Pirelli'),
('6501', '2355', 'QQD-794', 'Nissan', 'Violeta', 'automatico', 'Michelin'),
('6502', '4371', 'ARI-989', 'Ford', 'Cian', 'estandar', 'Continental'),
('6503', '927', 'GLI-636', 'Koenigsegg', 'Violeta', 'automatico', 'Michelin'),
('6504', '3943', 'JOW-867', 'Jeep', 'Dorado', 'estandar', 'Brigdestone'),
('6505', '2590', 'UJF-890', 'Nissan', 'Borgoña', 'estandar', 'Pirelli'),
('6506', '178', 'BHS-335', 'Hyundai', 'Crema', 'estandar', 'Continental'),
('6507', '1114', 'KHK-280', 'Rimac', 'Cian', 'estandar', 'Continental'),
('6508', '1715', 'MMJ-270', 'Rimac', 'Violeta', 'automatico', 'Dunlop'),
('6509', '1378', 'JSV-631', 'Mercedes-Benz', 'Cian', 'estandar', 'Dunlop'),
('6510', '2936', 'PRA-116', 'Koenigsegg', 'Violeta', 'automatico', 'Pirelli'),
('6511', '96', 'BVS-250', 'Rimac', 'Plateado', 'estandar', 'Pirelli'),
('6512', '219', 'LUR-255', 'Porsche', 'Borgoña', 'automatico', 'Michelin'),
('6513', '1399', 'OKB-073', 'BMW', 'Cian', 'estandar', 'Dunlop'),
('6514', '3335', 'BPA-019', 'Cadillac', 'Cian', 'automatico', 'Brigdestone'),
('6515', '2468', 'OLC-065', 'Chrysler', 'Cian', 'estandar', 'Michelin'),
('6516', '4343', 'LNN-662', 'Tesla', 'Violeta', 'estandar', 'Dunlop'),
('6517', '1723', 'QRS-626', 'Ferrari', 'Borgoña', 'estandar', 'Michelin'),
('6518', '3335', 'IRT-145', 'Mazda', 'Violeta', 'automatico', 'Brigdestone'),
('6519', '2775', 'EQD-596', 'Land Rover', 'Plateado', 'automatico', 'Pirelli'),
('6520', '4609', 'FXT-160', 'Renault', 'Cian', 'estandar', 'Brigdestone'),
('6521', '1250', 'RVM-200', 'Nissan', 'Plateado', 'automatico', 'Continental'),
('6522', '967', 'FLC-183', 'Lamborguini', 'Borgoña', 'estandar', 'Continental'),
('6523', '2730', 'MDI-812', 'Ford', 'Plateado', 'automatico', 'Michelin'),
('6524', '489', 'JXX-192', 'Nissan', 'Violeta', 'estandar', 'Michelin'),
('6525', '2036', 'IKH-170', 'Volkswagen', 'Dorado', 'automatico', 'Continental'),
('6526', '1923', 'PJT-604', 'Mercedes-Benz', 'Plateado', 'estandar', 'Pirelli'),
('6527', '235', 'WOU-230', 'Land Rover', 'Dorado', 'automatico', 'Brigdestone'),
('6528', '588', 'AMU-222', 'Kia', 'Crema', 'estandar', 'Continental'),
('6529', '2720', 'IHT-357', 'Mercedes-Benz', 'Plateado', 'estandar', 'Dunlop'),
('6530', '4581', 'KZL-728', 'Nissan', 'Cian', 'estandar', 'Dunlop'),
('6531', '2552', 'NIA-905', 'Cadillac', 'Crema', 'automatico', 'Michelin'),
('6532', '1992', 'VXQ-252', 'Peugeot', 'Cian', 'estandar', 'Dunlop'),
('6533', '5047', 'OPX-869', 'Ferrari', 'Dorado', 'estandar', 'Pirelli'),
('6534', '1594', 'FXM-103', 'Subaru', 'Violeta', 'estandar', 'Dunlop'),
('6535', '1256', 'JNU-199', 'SSC', 'Dorado', 'automatico', 'Dunlop'),
('6536', '3763', 'HWE-804', 'Rimac', 'Dorado', 'estandar', 'Pirelli'),
('6537', '2328', 'WCP-956', 'Toyota', 'Dorado', 'estandar', 'Pirelli'),
('6538', '2199', 'FJI-802', 'Maserati', 'Violeta', 'automatico', 'Continental'),
('6539', '967', 'IHW-316', 'Tesla', 'Violeta', 'automatico', 'Dunlop'),
('6540', '1166', 'PGX-271', 'Dodge', 'Dorado', 'estandar', 'Michelin'),
('6541', '3976', 'DGK-219', 'Aston Martin', 'Crema', 'automatico', 'Dunlop'),
('6542', '4866', 'LRG-802', 'Renault', 'Crema', 'automatico', 'Michelin'),
('6543', '1799', 'PCJ-083', 'SSC', 'Cian', 'estandar', 'Dunlop'),
('6544', '1445', 'RYI-184', 'Jeep', 'Plateado', 'estandar', 'Pirelli'),
('6545', '4596', 'JDH-649', 'Jaguar', 'Plateado', 'estandar', 'Continental'),
('6546', '862', 'BQO-949', 'Jaguar', 'Crema', 'estandar', 'Brigdestone'),
('6547', '2142', 'MCE-149', 'Aston Martin', 'Violeta', 'automatico', 'Pirelli'),
('6548', '418', 'QAN-622', 'Maserati', 'Violeta', 'estandar', 'Continental'),
('6549', '1655', 'JAT-191', 'Lamborguini', 'Dorado', 'automatico', 'Continental'),
('6550', '683', 'HYX-370', 'Aston Martin', 'Crema', 'automatico', 'Pirelli'),
('6551', '514', 'MMN-667', 'Rimac', 'Borgoña', 'estandar', 'Michelin'),
('6552', '861', 'ATT-453', 'Hyundai', 'Violeta', 'estandar', 'Continental'),
('6553', '3932', 'TTP-981', 'Porsche', 'Plateado', 'estandar', 'Dunlop'),
('6554', '3066', 'NJL-531', 'Mazda', 'Borgoña', 'automatico', 'Pirelli'),
('6555', '1583', 'DKP-636', 'Dodge', 'Plateado', 'automatico', 'Brigdestone'),
('6556', '717', 'WNC-050', 'SSC', 'Dorado', 'automatico', 'Brigdestone'),
('6557', '783', 'KLI-256', 'Dodge', 'Cian', 'estandar', 'Continental'),
('6558', '320', 'AHG-651', 'Rimac', 'Plateado', 'automatico', 'Michelin'),
('6559', '1639', 'KKQ-340', 'Dodge', 'Cian', 'automatico', 'Brigdestone'),
('6560', '3790', 'TSJ-986', 'Tesla', 'Crema', 'estandar', 'Dunlop'),
('6561', '116', 'ZQF-476', 'Mazda', 'Dorado', 'estandar', 'Dunlop'),
('6562', '369', 'EPJ-958', 'Maserati', 'Crema', 'automatico', 'Michelin'),
('6563', '886', 'VCW-026', 'Peugeot', 'Plateado', 'automatico', 'Michelin'),
('6564', '3162', 'DZP-167', 'Bentley', 'Dorado', 'automatico', 'Brigdestone'),
('6565', '3939', 'AQA-892', 'Bentley', 'Crema', 'automatico', 'Dunlop'),
('6566', '274', 'WFD-467', 'Porsche', 'Crema', 'estandar', 'Brigdestone'),
('6567', '604', 'ECL-503', 'Nissan', 'Dorado', 'estandar', 'Dunlop'),
('6568', '2821', 'YYT-796', 'SSC', 'Violeta', 'estandar', 'Pirelli'),
('6569', '4569', 'XKN-233', 'Koenigsegg', 'Crema', 'estandar', 'Dunlop'),
('6570', '4298', 'QBL-022', 'Dodge', 'Violeta', 'estandar', 'Michelin'),
('6571', '2947', 'RQT-876', 'Aston Martin', 'Borgoña', 'automatico', 'Dunlop'),
('6572', '1515', 'OTU-788', 'Porsche', 'Violeta', 'automatico', 'Pirelli'),
('6573', '4794', 'MAV-138', 'Mazda', 'Violeta', 'automatico', 'Michelin'),
('6574', '3234', 'TIC-267', 'Hyundai', 'Dorado', 'automatico', 'Dunlop'),
('6575', '3190', 'XWC-561', 'Maserati', 'Borgoña', 'estandar', 'Dunlop'),
('6576', '4473', 'IVP-394', 'Hyundai', 'Violeta', 'estandar', 'Brigdestone'),
('6577', '3459', 'CFD-543', 'Subaru', 'Dorado', 'automatico', 'Michelin'),
('6578', '584', 'JNI-565', 'Audi', 'Crema', 'automatico', 'Michelin'),
('6579', '1378', 'TRI-543', 'Chrysler', 'Crema', 'automatico', 'Continental'),
('6580', '2208', 'DUX-831', 'Aston Martin', 'Crema', 'estandar', 'Dunlop'),
('6581', '3640', 'VCL-363', 'Porsche', 'Cian', 'estandar', 'Continental'),
('6582', '857', 'FGQ-620', 'BMW', 'Dorado', 'estandar', 'Brigdestone'),
('6583', '2875', 'NHW-526', 'Bentley', 'Plateado', 'estandar', 'Continental'),
('6584', '4238', 'GCN-088', 'Dodge', 'Crema', 'estandar', 'Michelin'),
('6585', '2276', 'NUY-505', 'Alfa Romeo', 'Crema', 'automatico', 'Continental'),
('6586', '3207', 'XNQ-443', 'Aston Martin', 'Dorado', 'estandar', 'Michelin'),
('6587', '1081', 'TCS-760', 'Kia', 'Violeta', 'automatico', 'Michelin'),
('6588', '608', 'GXH-956', 'Bentley', 'Dorado', 'estandar', 'Brigdestone'),
('6589', '2330', 'YVI-998', 'Porsche', 'Cian', 'automatico', 'Dunlop'),
('6590', '1466', 'UQD-051', 'Mazda', 'Violeta', 'estandar', 'Continental'),
('6591', '2247', 'ROR-885', 'Subaru', 'Violeta', 'estandar', 'Continental'),
('6592', '4963', 'QAF-861', 'SSC', 'Crema', 'estandar', 'Brigdestone'),
('6593', '1031', 'WHI-546', 'Toyota', 'Borgoña', 'estandar', 'Dunlop'),
('6594', '3491', 'WRJ-904', 'Chrysler', 'Violeta', 'estandar', 'Dunlop'),
('6595', '4129', 'XYT-969', 'Koenigsegg', 'Cian', 'automatico', 'Pirelli'),
('6596', '3989', 'UJB-803', 'Aston Martin', 'Violeta', 'automatico', 'Brigdestone'),
('6597', '2633', 'NBA-595', 'Nissan', 'Borgoña', 'estandar', 'Michelin'),
('6598', '4403', 'XVP-938', 'Bentley', 'Plateado', 'estandar', 'Brigdestone'),
('6599', '2761', 'ONV-958', 'Alfa Romeo', 'Violeta', 'automatico', 'Michelin'),
('6600', '2853', 'CEF-332', 'Ferrari', 'Plateado', 'automatico', 'Dunlop'),
('6601', '2', 'KDH-435', 'SSC', 'Plateado', 'automatico', 'Dunlop'),
('6602', '1666', 'YHU-938', 'Maserati', 'Cian', 'estandar', 'Michelin'),
('6603', '2125', 'VLG-856', 'SSC', 'Cian', 'estandar', 'Continental'),
('6604', '159', 'UZO-794', 'Ferrari', 'Cian', 'estandar', 'Continental'),
('6605', '615', 'TUW-035', 'Bentley', 'Cian', 'automatico', 'Pirelli'),
('6606', '702', 'JPY-224', 'Nissan', 'Borgoña', 'automatico', 'Michelin'),
('6607', '3664', 'MBR-004', 'Volkswagen', 'Plateado', 'automatico', 'Dunlop'),
('6608', '936', 'HHV-140', 'Ferrari', 'Borgoña', 'automatico', 'Pirelli'),
('6609', '1952', 'SZD-028', 'Nissan', 'Plateado', 'automatico', 'Pirelli'),
('6610', '3743', 'BAK-205', 'Dodge', 'Crema', 'estandar', 'Pirelli'),
('6611', '3229', 'BSO-316', 'Lamborguini', 'Plateado', 'automatico', 'Continental'),
('6612', '3306', 'PKX-131', 'Hyundai', 'Dorado', 'estandar', 'Michelin'),
('6613', '3333', 'QFI-004', 'SSC', 'Plateado', 'automatico', 'Brigdestone'),
('6614', '4968', 'ZKQ-705', 'Mazda', 'Violeta', 'automatico', 'Pirelli'),
('6615', '4106', 'DZR-150', 'Chrysler', 'Cian', 'estandar', 'Pirelli'),
('6616', '109', 'FSL-361', 'Koenigsegg', 'Plateado', 'automatico', 'Dunlop'),
('6617', '2808', 'MBY-132', 'Hyundai', 'Cian', 'automatico', 'Dunlop'),
('6618', '2210', 'TBN-704', 'Kia', 'Borgoña', 'automatico', 'Continental'),
('6619', '336', 'MEE-533', 'Chrysler', 'Dorado', 'estandar', 'Continental'),
('6620', '3001', 'UYW-419', 'Land Rover', 'Crema', 'estandar', 'Dunlop'),
('6621', '5146', 'USR-636', 'Mercedes-Benz', 'Cian', 'estandar', 'Continental'),
('6622', '5108', 'SWZ-482', 'Jeep', 'Violeta', 'estandar', 'Brigdestone'),
('6623', '2865', 'FTR-775', 'Dodge', 'Violeta', 'estandar', 'Continental'),
('6624', '3827', 'YKF-687', 'Chrysler', 'Dorado', 'automatico', 'Dunlop'),
('6625', '880', 'KEQ-420', 'Renault', 'Plateado', 'estandar', 'Brigdestone'),
('6626', '1263', 'VYH-350', 'Bentley', 'Cian', 'automatico', 'Brigdestone'),
('6627', '365', 'XBT-108', 'Rimac', 'Borgoña', 'estandar', 'Brigdestone'),
('6628', '1816', 'UTG-610', 'Kia', 'Crema', 'estandar', 'Michelin'),
('6629', '4596', 'NEE-151', 'Jeep', 'Violeta', 'automatico', 'Pirelli'),
('6630', '4260', 'FBO-219', 'Nissan', 'Cian', 'estandar', 'Continental'),
('6631', '3234', 'EYT-339', 'Rimac', 'Plateado', 'estandar', 'Brigdestone'),
('6632', '1587', 'SHR-130', 'Land Rover', 'Crema', 'automatico', 'Dunlop'),
('6633', '1008', 'LHK-957', 'Lamborguini', 'Dorado', 'automatico', 'Pirelli'),
('6634', '2962', 'XXR-495', 'Chrysler', 'Violeta', 'estandar', 'Brigdestone'),
